lugar_trabajo,tipo_contrato,salario_mensual_bruto,salario_mensual_neto,trabajo_de,anios_experiencia,anios_empresa_actual,anios_puesto_actual,personal_a_cargo,plataformas,lenguajes_programacion,framework_librerias_herramientas,bases_de_datos,qa_testing,ides,cantidad_personal_organizacion,actividad_principal,edad
GBA,Full-Time,103000,82000,BI Analyst / Data Analyst,3,6,1,0,Windows Server,"Python, SQL",Ninguno de los anteriores,"Microsoft SQL Server, PostgreSQL",Ninguna de las anteriores,"IPython / Jupyter, PyCharm, Visual Studio Code",1001-2000,Otras industrias,29
GBA,Full-Time,103000,85000,Business Analyst,2,0,2,0,"Azure, Windows Server","Java, Javascript","Bootstrap, React.js","Microsoft Azure (Tables, CosmosDB, SQL, etc)",Ninguna de las anteriores,"Eclipse, Visual Studio Code",5001-10000,Otras industrias,34
Ciudad Autónoma de Buenos Aires,Full-Time,103000,80000,QA / Tester,6,0,6,0,Ninguna de las anteriores,SQL,Ninguno de los anteriores,Oracle,Ninguna de las anteriores,Notepad++,501-1000,Servicios / Consultoría de Software / Digital,33
Santa Fe,Full-Time,102660,79850,Developer,4,1,1,0,Ninguna de las anteriores,".NET, C#, HTML, SQL, TypeScript",".NET Core, Vue.js",Microsoft SQL Server,Ninguna de las anteriores,"Visual Studio, Visual Studio Code",2001-5000,Otras industrias,33
Ciudad Autónoma de Buenos Aires,Full-Time,102475,82821,Scrum Master,8,3,2,4,"Docker, Kubernetes, Linux, VMWare","HTML, Java, Javascript, Python","Bootstrap, Flask, Hibernate, Node.js, Spring","Microsoft SQL Server, MySQL, PostgreSQL, Redis",Ninguna de las anteriores,"Eclipse, IntelliJ, NetBeans, Sublime Text, Visual Studio Code",11-50,Servicios / Consultoría de Software / Digital,29
Provincia de Buenos Aires,Full-Time,102450,82490,Developer,15,11,11,0,"Amazon Web Services, Google Cloud Platform/App Engine, IBM Cloud / Watson","HTML, Javascript, PHP, SQL","Bootstrap, jQuery, Node.js, WordPress","ElasticSearch, MySQL",Ninguna de las anteriores,"Sublime Text, Visual Studio Code",51-100,Producto basado en Software,38
Ciudad Autónoma de Buenos Aires,Full-Time,102258,80817,Developer,2,0,0,0,Jenkins,Groovy,Ninguno de los anteriores,Ninguna de las anteriores,Spock,IntelliJ,2001-5000,Producto basado en Software,31
Ciudad Autónoma de Buenos Aires,Full-Time,102000,82000,Developer,8,2,5,0,Windows Server,".NET, C#, Delphi, SQL",".NET Core, Angular",Microsoft SQL Server,"Postman, TFS","Notepad++, Visual Studio, Visual Studio Code, Embarcadero Rad studio",101-200,Producto basado en Software,29
Córdoba,Full-Time,102000,84000,Developer,10,1,1,0,"Azure, Linux",".NET, Java, SQL",.NET Core,Microsoft SQL Server,Ninguna de las anteriores,"Android Studio, Visual Studio, Visual Studio Code",51-100,Servicios / Consultoría de Software / Digital,33
Ciudad Autónoma de Buenos Aires,Part-Time,102000,85000,Developer,3,0,0,0,"Docker, Linux","CSS, HTML, Javascript, Ruby",Rails,PostgreSQL,"RSpec, Selenium",Visual Studio Code,11-50,Producto basado en Software,21
Ciudad Autónoma de Buenos Aires,Full-Time,102000,75000,Developer,5,4,2,0,"Google Cloud Platform/App Engine, Linux","Bash/Shell, CSS, HTML, Java, Javascript, SQL","Bootstrap, jQuery, Spring","Google Cloud Storage, MySQL",JUnit,"Eclipse, Visual Studio Code",501-1000,Producto basado en Software,30
Ciudad Autónoma de Buenos Aires,Full-Time,102000,85000,Developer,15,19,14,0,"Linux, VMWare, Windows Server","Bash/Shell, CSS, HTML, Java, Javascript, Perl, PHP, Python, SQL","Bootstrap, Django, jQuery, Node.js, React.js, Vue.js, WordPress","MongoDB, MySQL, PostgreSQL","JUnit, Postman, Selenium, SoapUI","Atom, Eclipse, Notepad++, PyCharm, Vim, Visual Studio Code",51-100,Servicios / Consultoría de Software / Digital,43
Ciudad Autónoma de Buenos Aires,Full-Time,102000,82000,Project Manager,5,0,0,3,"Amazon Web Services, Google Cloud Platform/App Engine, Serverless","CSS, HTML, Javascript, PHP","Bootstrap, React.js, WordPress","Amazon DynamoDB, Amazon RDS/Aurora, MySQL",Postman,"Notepad++, Visual Studio Code",11-50,Servicios / Consultoría de Software / Digital,27
Ciudad Autónoma de Buenos Aires,Full-Time,102000,84500,QA / Tester,2,3,2,0,Ninguna de las anteriores,Javascript,Ninguno de los anteriores,MongoDB,"Postman, Selenium",IntelliJ,51-100,Producto basado en Software,26
Ciudad Autónoma de Buenos Aires,Full-Time,102000,81000,Developer,9,4,4,0,Ninguna de las anteriores,"Java, SQL","Bootstrap, Hibernate, Spring","MariaDB, MySQL",JUnit,IntelliJ,501-1000,Servicios / Consultoría de Software / Digital,36
Ciudad Autónoma de Buenos Aires,Full-Time,102000,85000,Encargado de Infraestructura,15,1,1,3,"Amazon Web Services, Linux, Windows Server",Bash/Shell,Ninguno de los anteriores,"HANA, Microsoft SQL Server",Ninguna de las anteriores,Ninguno de los anteriores,201-500,Otras industrias,35
Ciudad Autónoma de Buenos Aires,Full-Time,102000,82000,QA / Tester,7,2,2,0,Azure,".NET, Python",Ninguno de los anteriores,Microsoft SQL Server,"Cucumber, Postman, Selenium","IntelliJ, Visual Studio, Visual Studio Code",201-500,Producto basado en Software,35
Ciudad Autónoma de Buenos Aires,Full-Time,102000,85000,Developer,0,0,1,0,Ninguna de las anteriores,"CSS, HTML, Javascript, TypeScript",React.js,Ninguna de las anteriores,Jest,Visual Studio Code,10001+,Servicios / Consultoría de Software / Digital,33
GBA,Full-Time,102000,84000,Recruiter / HR,9,1,1,0,Ninguna de las anteriores,Ninguno de los anteriores,Ninguno de los anteriores,Ninguna de las anteriores,Ninguna de las anteriores,Ninguno de los anteriores,51-100,Producto basado en Software,33
Ciudad Autónoma de Buenos Aires,Full-Time,102000,85000,Developer,4,1,1,0,"Google Cloud Platform/App Engine, Linux","CSS, HTML, Javascript, Swift, TypeScript","Angular, Bootstrap",Ninguna de las anteriores,Postman,"Android Studio, Sublime Text, Visual Studio Code, Xcode",11-50,Producto basado en Software,26
Ciudad Autónoma de Buenos Aires,Full-Time,102000,84000,SysAdmin / DevOps / SRE,20,20,20,0,"Linux, Serverless, VMWare, Windows Server",Ninguno de los anteriores,Ninguno de los anteriores,Microsoft SQL Server,Ninguna de las anteriores,Ninguno de los anteriores,51-100,Otras industrias,45
Ciudad Autónoma de Buenos Aires,Full-Time,102000,82000,QA / Tester,2,1,1,0,Ninguna de las anteriores,Ninguno de los anteriores,Ninguno de los anteriores,"MySQL, Sybase",Ninguna de las anteriores,Ninguno de los anteriores,1001-2000,Producto basado en Software,32
Ciudad Autónoma de Buenos Aires,Full-Time,102000,82000,QA / Tester,2,1,1,0,Ninguna de las anteriores,Ninguno de los anteriores,Ninguno de los anteriores,"MySQL, Sybase",Ninguna de las anteriores,Ninguno de los anteriores,1001-2000,Producto basado en Software,32
Ciudad Autónoma de Buenos Aires,Full-Time,102000,80000,Developer,5.5,2.5,2.5,0,"Docker, Linux","CSS, Go, HTML, Javascript, TypeScript","Bootstrap, jQuery, Node.js","MySQL, PostgreSQL",Ninguna de las anteriores,Visual Studio Code,51-100,Servicios / Consultoría de Software / Digital,26
Córdoba,Tercerizado (trabajo a través de consultora o agencia),102000,97000,DBA,10,2,2,0,Windows Server,SQL,Ninguno de los anteriores,"Microsoft SQL Server, MySQL, Oracle",Ninguna de las anteriores,Visual Studio,5001-10000,Otras industrias,35
Córdoba,Full-Time,102000,91000,Networking,8,2,2,2,Linux,Ninguno de los anteriores,Ninguno de los anteriores,Ninguna de las anteriores,Ninguna de las anteriores,Ninguno de los anteriores,1001-2000,Otras industrias,37
Entre Ríos,Full-Time,102000,84660,Developer,3,1,1,0,"Docker, Firebase, Google Cloud Platform/App Engine, Linux","CSS, HTML, Javascript, SQL, TypeScript","Angular, Bootstrap, Node.js, TensorFlow","Google Cloud Storage, MongoDB, MySQL","Cypress, Postman","Android Studio, Visual Studio Code",1-10,Servicios / Consultoría de Software / Digital,25
Córdoba,Full-Time,101956,101956,Data Scientist,2,0,0,0,Linux,Python,skelarn,Ninguna de las anteriores,Ninguna de las anteriores,PyCharm,1-10,Producto basado en Software,33
Santa Fe,Full-Time,101954,80880,SysAdmin / DevOps / SRE,6,5,3,0,"Azure, VMWare, Windows Server",Ninguno de los anteriores,Ninguno de los anteriores,Microsoft SQL Server,Ninguna de las anteriores,Ninguno de los anteriores,501-1000,Otras industrias,32
Río Negro,Full-Time,101780,,Developer,3,0,0,0,"Docker, Linux","CSS, Go, HTML, PHP","React.js, WordPress",MySQL,JUnit,"Vim, Visual Studio Code",51-100,Servicios / Consultoría de Software / Digital,28
Ciudad Autónoma de Buenos Aires,Full-Time,101550,78141,functional analyst,1,3,1,0,Ninguna de las anteriores,SQL,Ninguno de los anteriores,MySQL,Ninguna de las anteriores,Ninguno de los anteriores,101-200,Producto basado en Software,33
Ciudad Autónoma de Buenos Aires,Full-Time,101500,79780,Project Manager,27,3,3,10,Ninguna de las anteriores,Ninguno de los anteriores,Ninguno de los anteriores,Ninguna de las anteriores,Ninguna de las anteriores,Ninguno de los anteriores,11-50,Servicios / Consultoría de Software / Digital,50
Ciudad Autónoma de Buenos Aires,Full-Time,101460,80846,Developer,2,2,1,0,Amazon Web Services,"CSS, HTML, Javascript, Ruby, SQL","Rails, React.js",PostgreSQL,"Jest, Postman, RSpec","Visual Studio Code, RubyMine",11-50,Servicios / Consultoría de Software / Digital,26
Ciudad Autónoma de Buenos Aires,Full-Time,101300,84000,Developer,1,1,1,0,"Docker, Google Cloud Platform/App Engine, Linux","Java, Javascript, Python, SQL, TypeScript","Node.js, React.js, Spring","ElasticSearch, MySQL, Redis","Jest, JUnit","IntelliJ, Vim, Visual Studio Code",501-1000,Producto basado en Software,21
Ciudad Autónoma de Buenos Aires,Full-Time,101299,72848,Developer,7,7,7,0,"Docker, Kubernetes",".NET, C#, Java, SQL, TypeScript",".NET Core, Angular, Bootstrap, Hibernate, Node.js","Microsoft SQL Server, MongoDB, MySQL, Oracle","JUnit, Postman, SoapUI","Eclipse, Notepad++, Visual Studio, Visual Studio Code",101-200,Otras industrias,41
GBA,Full-Time,101210,86000,SysAdmin / DevOps / SRE,13,13,0,0,"AIX, Linux, Solaris",Ninguno de los anteriores,Ninguno de los anteriores,Ninguna de las anteriores,Ninguna de las anteriores,Ninguno de los anteriores,2001-5000,Servicios / Consultoría de Software / Digital,40
Ciudad Autónoma de Buenos Aires,Full-Time,101165,83150,QA / Tester,2,0,2,0,Amazon Web Services,"HTML, Java","jQuery, WordPress",Oracle,Visual Studio Coded UI,Visual Studio Code,201-500,Producto basado en Software,26
Santa Fe,Full-Time,101060,90000,Developer,22,5,5,2,Windows Server,".NET, C#",.NET Core,"Microsoft SQL Server, SQLite",Postman,Visual Studio,1-10,Producto basado en Software,43
Ciudad Autónoma de Buenos Aires,Full-Time,101000,,Developer,11,11,1,2,OpenShift,".NET, C#, CSS, HTML, Javascript, SQL",jQuery,Microsoft SQL Server,Ninguna de las anteriores,Visual Studio,5001-10000,Servicios / Consultoría de Software / Digital,33
Ciudad Autónoma de Buenos Aires,Full-Time,101000,82000,Developer,1,1,1,0,Ninguna de las anteriores,"CSS, HTML, Javascript, TypeScript",Angular,PostgreSQL,Ninguna de las anteriores,Visual Studio Code,201-500,Servicios / Consultoría de Software / Digital,27
GBA,Full-Time,101000,85000,Developer,13,3,3,0,SAP,ABAP,Ninguno de los anteriores,Ninguna de las anteriores,Ninguna de las anteriores,Ninguno de los anteriores,10001+,Otras industrias,35
Ciudad Autónoma de Buenos Aires,Full-Time,101000,84500,Technical Writer,7,6,6,0,Ninguna de las anteriores,Ninguno de los anteriores,Ninguno de los anteriores,Ninguna de las anteriores,Ninguna de las anteriores,"Notepad++, Visual Studio",201-500,Producto basado en Software,40
Ciudad Autónoma de Buenos Aires,Full-Time,101000,81000,Developer,6,3,6,1,Mainframe,COBOL,Ninguno de los anteriores,IBM Db2,JUnit,Ninguno de los anteriores,1001-2000,Producto basado en Software,26
Ciudad Autónoma de Buenos Aires,Full-Time,101000,83400,Project Manager,8,8,3,0,"Azure, Microsoft Project Manager",Ninguno de los anteriores,Ninguno de los anteriores,"Microsoft Azure (Tables, CosmosDB, SQL, etc)",Ninguna de las anteriores,Ninguno de los anteriores,10001+,Otras industrias,39
Ciudad Autónoma de Buenos Aires,Full-Time,101000,77000,Middleware,30,3,3,0,"AIX, Amazon Web Services, Docker, Google Cloud Platform/App Engine, IBM Cloud / Watson, Kubernetes, Linux, OpenShift, VMWare, Windows Server",Ninguno de los anteriores,Ninguno de los anteriores,"ElasticSearch, IBM Db2, Microsoft SQL Server, Oracle",Ninguna de las anteriores,Ninguno de los anteriores,51-100,Servicios / Consultoría de Software / Digital,53
Ciudad Autónoma de Buenos Aires,Full-Time,101000,83000,Product Manager,20,2,2,0,"AIX, Linux, OpenStack, VMWare, Windows Server",Ninguno de los anteriores,Ninguno de los anteriores,Ninguna de las anteriores,Ninguna de las anteriores,Ninguno de los anteriores,201-500,Otras industrias,41
Provincia de Buenos Aires,Full-Time,101000,84139,Developer,3,1,1,0,"Heroku, Linux","CSS, HTML, Javascript, TypeScript","Node.js, React.js",MongoDB,Jest,Visual Studio Code,101-200,Servicios / Consultoría de Software / Digital,27
Provincia de Buenos Aires,Full-Time,101000,87000,Networking,10,6,6,0,"VMWare, Windows Server","Python, SQL",Ninguno de los anteriores,MariaDB,Ninguna de las anteriores,Sublime Text,11-50,Servicios / Consultoría de Software / Digital,33
Ciudad Autónoma de Buenos Aires,Full-Time,101000,82000,Business Analyst,5,0,0,0,Ninguna de las anteriores,SQL,Ninguno de los anteriores,Oracle,Ninguna de las anteriores,Ninguno de los anteriores,51-100,Otras industrias,42
Santa Fe,Full-Time,101000,80000,Analista de sistemas ,7,7,6,3,Ninguna de las anteriores,".NET, C++, Javascript, SQL",".NET Core, Bootstrap, jQuery","Microsoft SQL Server, MySQL",Ninguna de las anteriores,Visual Studio,2001-5000,Servicios / Consultoría de Software / Digital,30
Ciudad Autónoma de Buenos Aires,Full-Time,100953,83791, Technical Support Engineer,18,2,2,0,"AIX, HP-UX, Linux, Solaris, VMWare, Windows Server",C#,Ninguno de los anteriores,Oracle,Ninguna de las anteriores,"Vi, Vim",201-500,Producto basado en Software,37
Provincia de Buenos Aires,Full-Time,100920,99000,QA / Tester,4,4,4,0,"Docker, Heroku","Javascript, Ruby","Rails, React.js",PostgreSQL,Cypress,Visual Studio Code,11-50,Servicios / Consultoría de Software / Digital,26
Santa Fe,Full-Time,100808,74350,Technical Leader,15,11,4,0,"Linux, VMWare, Windows Server",SQL,Ninguno de los anteriores,"Microsoft SQL Server, MySQL, Oracle",Ninguna de las anteriores,Notepad++,10001+,Otras industrias,34
Mendoza,Full-Time,100600,84000,SysAdmin / DevOps / SRE,18,1,1,0,"Azure, Linux, Windows Server",SQL,.NET Core,"MariaDB, Microsoft SQL Server, MySQL, Oracle",Ninguna de las anteriores,Ninguno de los anteriores,2001-5000,Otras industrias,41
Mendoza,Full-Time,100600,84000,SysAdmin / DevOps / SRE,18,1,1,0,"Azure, Linux, Windows Server",SQL,.NET Core,"MariaDB, Microsoft SQL Server, MySQL, Oracle",Ninguna de las anteriores,Ninguno de los anteriores,2001-5000,Otras industrias,41
Ciudad Autónoma de Buenos Aires,Full-Time,100518,82060,Developer,5,2,2,0,Ninguna de las anteriores,".NET, C#, Delphi, Java",Ninguno de los anteriores,Microsoft SQL Server,Ninguna de las anteriores,"Android Studio, Sublime Text, Visual Studio, Embarcadero Delphi",101-200,Producto basado en Software,24
Ciudad Autónoma de Buenos Aires,Full-Time,100500,83415,Developer,5,1,5,0,Docker,Java,Spring,"Microsoft SQL Server, MySQL, PostgreSQL",Selenium,"Eclipse, IntelliJ",201-500,Servicios / Consultoría de Software / Digital,35
Ciudad Autónoma de Buenos Aires,Full-Time,100000,91713,Technical Leader,5,5,2,5,AIX,Java,"Bootstrap, jQuery, Spring",Ninguna de las anteriores,"JUnit, Selenium","Eclipse, Visual Studio Code",51-100,Servicios / Consultoría de Software / Digital,29
Ciudad Autónoma de Buenos Aires,Full-Time,100000,160000,QA / Tester,7,1,5,0,"Linux, Windows Server","Bash/Shell, C, C++, CSS, HTML, Java, Javascript, PHP, SQL","Bootstrap, Hibernate, jQuery","MySQL, Oracle","Selenium, SoapUI","Notepad++, Sublime Text",1001-2000,Otras industrias,33
Ciudad Autónoma de Buenos Aires,Full-Time,100000,83000,Developer,2,0,0,0,Firebase,"CSS, HTML, Javascript","Node.js, React.js",Ninguna de las anteriores,"Jest, Postman","Android Studio, Atom, IntelliJ, WebStorm, Xcode",11-50,Producto basado en Software,26
Ciudad Autónoma de Buenos Aires,Full-Time,100000,80000,Consultant,3,3,0,3,"Docker, Linux, VMWare, Windows Server","Javascript, Python",Node.js,Ninguna de las anteriores,Ninguna de las anteriores,"Vim, Visual Studio Code",51-100,Servicios / Consultoría de Software / Digital,26
Ciudad Autónoma de Buenos Aires,Full-Time,100000,80000,QA / Tester,9,6,6,0,Ninguna de las anteriores,"C++, C#, Java, SQL",Ninguno de los anteriores,Oracle,Ninguna de las anteriores,"Notepad++, Visual Studio",1001-2000,Servicios / Consultoría de Software / Digital,30
Ciudad Autónoma de Buenos Aires,Full-Time,100000,82000,QA / Tester,3,0,0,0,Ninguna de las anteriores,Ninguno de los anteriores,Ninguno de los anteriores,Microsoft SQL Server,"Postman, jmeter, testlink, redmine",Ninguno de los anteriores,51-100,Servicios / Consultoría de Software / Digital,29
GBA,Full-Time,100000,85000,QA / Tester,7,0,0,0,Ninguna de las anteriores,"C#, Python, SQL",Ninguno de los anteriores,"Microsoft SQL Server, MySQL","Katalon, Postman, Selenium","Notepad++, PyCharm, Visual Studio Code",10001+,Otras industrias,32
Ciudad Autónoma de Buenos Aires,Full-Time,100000,83000,Data Engineer,1,0,0,0,"Firebase, Google Cloud Platform/App Engine, Kubernetes","Bash/Shell, Python","Flask, TensorFlow","Google Cloud Storage, PostgreSQL, Google Bigquery",Ninguna de las anteriores,Visual Studio Code,11-50,Producto basado en Software,28
Ciudad Autónoma de Buenos Aires,Full-Time,100000,,Data Engineer,1,1,1,0,"Azure, Serverless","Python, SQL",Spark,"Apache Hive, Microsoft Azure (Tables, CosmosDB, SQL, etc), Microsoft SQL Server, MongoDB",Ninguna de las anteriores,Visual Studio Code,11-50,Servicios / Consultoría de Software / Digital,22
Córdoba,Full-Time,100000,70000,Data Scientist,1,0,0,0,"Amazon Web Services, Google Cloud Platform/App Engine, Linux",Python,"TensorFlow, Torch",SQLite,Ninguna de las anteriores,"Sublime Text, Visual Studio Code",101-200,Otras industrias,21
Ciudad Autónoma de Buenos Aires,Full-Time,100000,93000,Consultant,10,2,2,0,Ninguna de las anteriores,"CSS, HTML, Javascript","Bootstrap, jQuery, Node.js",Oracle,Postman,Visual Studio Code,501-1000,Servicios / Consultoría de Software / Digital,38
Ciudad Autónoma de Buenos Aires,Full-Time,100000,78000,Designer,18,13,2,2,Salesforce,SQL,Ninguno de los anteriores,Ninguna de las anteriores,Ninguna de las anteriores,"Notepad++, Visual Studio Code",10001+,Otras industrias,40
Ciudad Autónoma de Buenos Aires,Full-Time,100000,83000,Developer,2,0,0,0,"Docker, Linux, Solaris","HTML, Javascript, SQL","Bootstrap, React.js",PostgreSQL,Ninguna de las anteriores,Vim,101-200,Servicios / Consultoría de Software / Digital,22
Ciudad Autónoma de Buenos Aires,Full-Time,100000,80000,SysAdmin / DevOps / SRE,10,10,4,0,"Amazon Web Services, VMWare, Windows Server",".NET, C++, HTML, SQL",".NET Core, Angular, jQuery, Node.js",Amazon DynamoDB,Visual Studio Coded UI,"Notepad++, Visual Studio Code",11-50,Producto basado en Software,31
